NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
179854		Q9XVM0
179854		Q9XVL7
186593	P34483	
177775		Q21032
177775		Q21032
177775		H9G2T4
177775		H9G2T3
186604		Q93830
172933		Q93831
186633		G5ECR3
186781		Q9U3D2
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
173134	Q9XXK1	
186840		Q21083
186841		Q21084
186841		A5JYR3
186958	P34502	
177895	Q21215	
177895	Q21215	
177895	Q21215	
172584	Q21230	
172584	Q21230	
176814		Q9XUS6
176814		Q9XUS6
176814		Q9XUS6
176814		Q9XUS5
176814		Q9XUS4
176814		Q8WQE5
176814		Q86D12
176814		Q69Z13
187266		O45667
173349		G5ECC9
178387	O17953	
178387	O17953	
187451		Q21516
187451		Q21516
176525	O45962	
176525	O45962	
176525	O45962	
174683	Q09413	
175573	Q21824	
177932		Q19378
172556		O02286
172556		O02286
172556		Q7JKI1
172556		Q7JKI1
172556		Q7JKI1
172556		Q7JKI3
172556		Q7JKI3
172556		Q7JKI3
172556		Q7JKI2
172556		Q7JKI2
172556		Q7JKI2
172556		Q7JKI2
172556		Q7JKI2
174554	Q22021	
174623	Q8I113	
174623	Q8I113	
180366		Q9XTY3
188077		Q22189
188077		Q2XN03
174713	P53703	
174713	P53703	
173140		O62366
174265	P45968	
259546		O45781
179551		Q22562
179551		Q22562
176434	P34574	
174422		Q22623
179475	Q22638	
179475		A0A2C9C3M8
181499	Q94071	
181499	Q94071	
181499		A7LPI2
181499		A7LPI2
181499		A0A131MDI4
181499		A0A131MDI4
181499		A0A131MBV4
181499		A0A131MBV4
181499		A0A131MC19
181499		A0A131MD42
181499		A0A131MD98
181499		A0A131MBY3
181499		A0A131MBE2
181499		A0A131MBC5
181499		A0A131MBW4
181499		A0A131MCT0
181499		A0A131MDJ4
181499		A0A131MBW2
181499		A0A131MC32
181499		Q94075
181499		A0A131MD54
181499		A0A131MDA8
181499		A0A131MBZ3
172950		U4PRH5
172950		U4PEM4
172857	O02327	
172857	O02327	
177968		Q22768
180121	O45818	
180121	O45818	
180121	O45818	
180121	O45818	
180121	O45818	
180121	O45818	
176772		O45864
176780		Q9XU04
176566		O18152
189055	Q9XUC2	
172438		Q23098
174752	Q23125	
181297		Q23163
189289		Q23220
189289		C6KRK5
173237		Q9U329
176495		O18180
174963	O45903	
174838	G5EFZ3	
174838		Q9XXH4
174838		A0A168H287
174838		A0A168H2F9
178084		G5EGB3
178084		A0A061ACG4
3565648		G5EFE5
3565648		G5EFN5
3565648		G5EEQ4
3565648		E9P897
3565648		E9P898
3565648		H8ESD4
3565648		H8ESD5
3565648		L8E912
176705		Q9XWV9
176707	P55954	
189618	Q9XWV5	
189684		Q9XX55
180262		Q9NES9
180262		A5HWB2
189783		Q9XW26
189848		Q9XXF1
259544		O45936
189875		Q9XWX0
174915		Q9U2E9
176552		Q9NAH7
176554	Q9NAH6	
176544		Q9NAH1
176544		C7IVS4
173061		Q9XWE2
175080	Q9U297	
190025		O18195
175001		O18199
178463	Q9U263	
173001	Q9XWF4	
173001	Q9XWF4	
173005		Q9XWF2
173005		Q9XWF2
175153		Q9NAA8
175153		Q9NAA7
175153		Q9NAA7
175153		U4PB26
190220		Q9NA97
173327	G5EC63	
173332		Q9XWK4
173332		F3Y5R0
173332		F3Y5R1
173332		F3Y5R2
175018	Q9XWH0	
175017		G5EC67
175087		Q9XW00
175087		Q7K742
176622		Q9U241
174862		Q9U213
190339	Q9NA80	
190351		O62491
190374		O18241
181365		Q9XWT3
190489		Q7K6I8
176648		Q9XW69
190713		Q9XW60
176785		Q9XWD1
180236		Q9U1R5
190777		Q9NA30
190777		Q9NA30
190777		K8ESC5
173227		Q9U1Q2
173227		Q9U1Q2
173227		Q9U1Q2
173227		Q7K707
178476		Q9U2V4
178476		Q9U2V4
181215		G5EFH8
181215		H9G2P9
179922	Q23272	
179922	Q23272	
179922	Q23272	
179922	Q23272	
179922	Q23272	
179922	Q23272	
179922	Q23272	
179922	Q23272	
191275		G5EDH0
191275		G5EF18
191309		O62508
3565022		Q9U1N6
178096		Q23597
178096		Q23597
178130		Q23621
178130		Q23621
178238		O02343
181863	Q09433	
181863	Q09433	
172164		Q2L6V2
172164		Q2L6V1
176217	P34254	
176217	P34254	
176221	P34260	
180579		H2KY90
180579		Q95ZZ6
177515		Q17525
172954		O61815
182030		U4PBQ7
182030		U4PC30
182030		U4PMI3
182037		P91002
173764		Q17558
173763		Q17557
173427		O16657
173427		A0A0K3AWR8
182280		O01483
176207	P34305	
177355	P50305	
181719		Q17740
182438		Q22894
182438		Q22894
182438		A0A2K5ATZ1
182438		A0A2K5ATY7
182438		A0A2K5ATY9
180883	Q18026	
173389	P91079	
173389	P91079	
173389	P91079	
173389	P91079	
173389	P91079	
173389		A0A0K3ARH7
173389		A0A0K3ARH7
173960		H2KYV0
173963		H2KYV1
173963		D7SFJ4
182926		Q18193
180804		Q18200
175672		Q18258
175836	Q09474	
175836	Q09474	
175836	Q09474	
175180		Q9TZB2
175179		G5ED94
183078		O16898
180784		H2KZ54
180784		Q8MQB0
174045	Q09265	
183168		Q18390
3565046	P53439	
3565046	P53439	
3565046	P53439	
3565046	P53439	
172966	O44952	
183228		A0A2C9C2Y4
183228		A0A2C9C336
179163	Q22915	
179163	Q22915	
179163	Q22915	
179163	Q22915	
179163		A0A1T5HUL2
178619		Q9UAQ3
178619		B1GRL4
178619		A0A0K3AUR3
178619		A0A0K3AUR3
183399		A3QMB2
183399		L8EC38
177367		O02141
172321		Q8IG67
172321		Q8IG67
177557		Q18758
177557		Q18758
180702		H2KYZ4
180702		Q7JNQ1
180702		Q7JNQ1
175898	Q09285	
175898	Q09285	
175898	Q09285	
175898		A0A2K5ATU1
175898		A0A2K5ATV3
175898		A0A2K5ATU5
178944		O44158
179193		Q18921
179193		Q18921
173425		Q6A586
173425		A0A0K3ARJ1
173425		A0A0K3ARJ1
181110		A0A131MBT2
181110		A0A131MCP7
184000		Q9TZA0
177262		O02124
177242	O44477	
177243	P19974	
177243	P19974	
177243	P19974	
174181		Q19058
177674	P90815	
181019	Q19202	
176049		Q19209
176048		Q19209
175767		Q27492
175767		Q27492
175766		Q19278
175766		Q19278
175766		Q8MNT7
175766		Q8MNT7
175766		Q8MNT7
175764		Q19275
175764		Q19275
175764		Q19275
175764		H2KZJ0
175764		H2KZJ1
175764		H2KZJ1
175764		H2KZJ1
184267	P34388	
184367		P91251
184407		O44481
184407		O44481
180708	Q9NB31	
180708	Q9NB31	
177196	O44498	
184599		Q19495
174238	Q19537	
3565236	Q86ME2	
181790	G5EC84	
174019	Q09309	
180927	A8WFJ9	
180927	A8WFJ9	
180927	A8WFJ9	
180927	A8WFJ9	
175926	P46499	
182490		O16929
175660	Q19826	
172111		H2KZU5
172111		Q86NJ1
185044		Q95R12
185044		Q95R12
174004	Q19848	
174004	Q19848	
176828		O76367
176827		H2KYB8
176827		H2KYB8
176827		Q8MXG5
176827		Q8MXG5
177549		Q7KPW7
174229		Q20043
177145		O44399
177145		Q8MXI7
177145		Q8MXI7
177145		U4PC67
176005		Q20121
176895		O61834
179243		H2KYN6
179243		H2KYN7
185653		Q27499
3565075		H2KY92
3565075		H2KY93
3565075		Q65ZK3
174207		H2KYJ5
174207		Q8I7N5
179041		Q9UAV5
179041		Q8IA49
179041		Q8IA50
186068		Q9GZD7
173558		O44821
176945		O45074
176945		U4PRP4
3565745	Q9TYT3	
3565745	Q9TYT3	
3565745	Q9TYT3	
3565745	Q9TYT3	
176903		O45110
176903		U4PFC3
175772	P98080	
175772	P98080	
175772		A0A2C9C366
175772		A0A2C9C366
175772		A0A2C9C366
175772		A0A2C9C3L5
175772		A0A2C9C3F6
175772		A0A2C9C3F6
175772		A0A2C9C3F6
175404		Q9TZ64
175404		Q9TZ64
172376	G5EFZ1	
172376	G5EFZ1	
172376	G5EFZ1	
172376	G5EFZ1	
172376	G5EFZ1	
177386		Q20992
177386		Q20992
177386		Q20992
172204	P91353	
173954	O01901	
177358		G5ECS4
186700		H2L0A9
186700		Q7YXH1
173525	O44827	
173525	O44827	
176233	P83351	
179046		Q94252
179046		A0A0K3AUZ3
176001		Q21233
176001		Q21233
176001		Q8MQ11
174068	Q10024	
174068		A0A3B1E8R6
174068		A0A3B1DQ66
174068		A0A3B1DVJ7
174068		A0A3B1E3M2
177624		Q20068
187128		O45177
187152		Q21319
187152		Q21319
177238	Q94263	
173397	O17237	
175708		Q09408
175707		Q09409
178892		O44624
187337	P34526	
180769		G5EBH7
180769		G5EBH7
180769		H2L0I1
180769		H2L0I1
177113		Q9TYY0
177113		Q9TYY0
177113		U4PB59
176838		O44499
176838		U4PCA7
176183	P34544	
180862		Q21817
180757		H2L007
180757		Q7JP60
178602	O61931	
178602		A0A0K3AY23
178602		A0A0K3ASS5
178602		A0A0K3AV28
187813		Q9TYX6
187837	P45898	
172011		O61794
246008	Q09345	
246008	Q09345	
246008		Q8IFZ4
175681		H2KZ22
175681		Q8WT46
172051	Q86GV3	
172051	Q86GV3	
172051	Q86GV3	
172051	Q86GV3	
181727	Q95ZQ4	
181727	Q95ZQ4	
181727	Q95ZQ4	
181727	Q95ZQ4	
173459		Q9N5E4
179025		O16517
179025		O16517
179025		O16517
176864	O44410	
172302	O02161	
172363		Q86NC2
188415		B3CJ42
177339	Q22431	
188527		G5ECY7
188527		G5ECY7
188527		G4SJU0
181736		O02168
176023	Q22619	
176849	Q965M2	
176849	Q965M2	
176849	Q965M2	
176849	Q965M2	
177235	O61199	
177235		U4PC51
177235		U4PC51
178561		Q9TXN6
178561		H2L0M4
175248		Q9TZ33
173863		Q9GYK4
173863		Q9GYK4
173863		Q9GYK4
266853		Q967F1
171901		O45012
177157		H2KZZ0
177157		H2KZZ0
177157		H2KZZ0
177157		H2KZZ1
177157		H2KZZ2
177157		Q86MJ4
177157		Q86MJ3
177157		H2KZZ3
177157		H2KZZ4
177157		H2KZZ4
177157		H2KZZ4
177157		Q5TYL0
177157		Q5TYL0
177157		A0A2X0RWL7
177157		A0A2X0T4B7
171778		O01780
171778		X5M5P2
189167		Q9UAY0
189237		Q23190
175218	Q23202	
173437		Q9TYV5
173437		A0A0M7RDQ9
173436	O17287	
173436	O17287	
173436	O17287	
175247	Q8WTM6	
259368	Q95XA8	
259368	Q95XA8	
177202		Q966C7
177202		Q966C7
177202		Q8T876
177202		Q8T876
177202		Q8T876
176833		Q9N426
176833		A7WK39
176833		A7WK39
189761		G4SN17
189761		G4SN17
189761		A0A0M7RF59
189761		A0A0M7REM9
171792		Q95XR0
171797		Q6AW06
171797		Q6AW05
171797		A0A061AD87
171797		A0A061AD87
178791		Q965W8
178791		Q965W8
178791		A0A163UTK6
178791		A0A168HAJ0
178686	Q965W1	
178686		Q3LFN1
175863		Q9N4Z7
175863		Q9N4Z7
175863		Q65XX9
175863		Q65XX9
175863		Q65XX8
175863		Q65XX8
175863		Q65XY0
175863		Q65XY0
3565323	Q95XZ6	
3565323		A0A0K3ARR4
3565323		A0A0K3ARR4
178735		Q9N4Y8
171919		Q9N3S8
171919		Q9N3S8
171622		Q9N3Q9
171622		Q9N3Q9
175433		Q9N3F8
175433		H2L0Q6
171874		Q9N3D3
176922		Q9N368
176922		Q8MXS6
176922		Q8MXS6
176922		Q8MXS6
176921		Q9N369
176921		U4PRD2
176928	Q9N358	
176928		U4PBK9
171654		Q9BL60
171646	Q86S66	
171646	Q86S66	
171646		V6CKR1
171646		V6CM32
177036		Q95XJ2
177036		U4PMU1
171746	Q95XM2	
171739		Q95XN0
171739		Q8IU04
171739		W6RTP0
171735		Q3V5I7
171735		Q3V5I8
171735		W6RR39
3565081		Q9BL34
3565081		Q9BL34
190615		Q9BL26
190663		Q9TXW8
171593	Q9N4D6	
176951		H2L0E0
176951		U4PRS4
176951		U4PC14
176951		U4PEX3
172054	Q95Y80	
172054	Q95Y80	
171670		V6CLN5
171670		V6CJA9
171670		V6CKG1
171670		V6CLT5
171670		V6CLS4
171670		V6CLP1
191128		O01879
178564		O61874
178564		A0A0K3AVF2
178564		A0A0K3ASK2
176088	P34668	
172035		Q9N4M0
174151	Q23400	
174150		Q95PX7
174150		Q95PX8
174150		Q95PX9
174150		Q95PX9
174150		Q95PX9
174150		Q95PX9
174150		Q95PX9
174150		Q86MN9
174150		Q86MN9
174150		Q86MP0
174150		Q86MP0
174155	P55216	
174155	P55216	
180398		Q86MI0
180398		Q86MI0
180398		Q86MH8
180398		Q86MH8
180398		A0A1X7RBW4
180398		A0A1X7RBW4
180398		A0A1X7RBT0
180398		A0A1X7RBT0
181662	Q27395	
181662	Q27395	
172957		O61818
172957		O61818
188726		O44563
180821		G5ECB6
180821		G5ECB6
4927009		Q067X2
178827		A0A163VUD3
189814		A0A1D3PDA8
178640	Q07750	
178640	Q07750	
178404		A5Z2X2
176285	P34385	
